id,name,review_count,price,is_closed,latitude,longitude,city_x,state,zip_code,country,rating,phone,place_category,population,Price Rating
chez-delisays-cajun-cuisine-chicago,Chez Delisay's Cajun Cuisine,157,$$,False,42.0023499,-87.6717072,Chicago,IL,60626,US,5.0,18728060986.0,restaurants,2695598,2.0
loving-heart-chicago,Loving Heart,122,$,False,41.9619233,-87.6515285,Chicago,IL,60613,US,5.0,17735615399.0,restaurants,2695598,1.0
stock-the-cafe-at-local-foods-chicago,Stock - the cafe at Local Foods,5,$,False,41.91424,-87.66259000000002,Chicago,IL,60642,US,5.0,13124326575.0,restaurants,2695598,1.0
smoque-bbq-chicago,Smoque BBQ,3389,$$,False,41.95021,-87.72795,Chicago,IL,60641,US,4.5,17735457427.0,restaurants,2695598,2.0
crisp-chicago,Crisp,2165,$$,False,41.9361214592879,-87.64442103454522,Chicago,IL,60657,US,4.5,17736977610.0,restaurants,2695598,2.0
avec-chicago,Avec,1735,$$$,False,41.8842815628402,-87.64339794331329,Chicago,IL,60661,US,4.5,13123772002.0,restaurants,2695598,3.0
cafecito-chicago,Cafecito,1252,$,False,41.875725,-87.626566,Chicago,IL,60605,US,4.5,13129222233.0,restaurants,2695598,1.0
the-wormhole-coffee-chicago,The Wormhole Coffee,884,$,False,41.9082794,-87.67471309999998,Chicago,IL,60622,US,4.5,17736612468.0,restaurants,2695598,1.0
scofflaw-chicago,Scofflaw,584,$$,False,41.9173240661621,-87.7071762084961,Chicago,IL,60647,US,4.5,17732529700.0,restaurants,2695598,2.0
pierogi-heaven-chicago,Pierogi Heaven,528,$,False,41.8848624,-87.63372640000001,Chicago,IL,60606,US,4.5,13122639305.0,restaurants,2695598,1.0
en-hakkore-chicago-2,En Hakkore,521,$$,False,41.91518,-87.677724,Chicago,IL,60647,US,4.5,17737729880.0,restaurants,2695598,2.0
fatsos-last-stand-chicago-2,Fatso's Last Stand,485,$,False,41.8959509,-87.6833762,Chicago,IL,60622,US,4.5,17732453287.0,restaurants,2695598,1.0
doc-bs-fresh-kitchen-chicago-3,Doc B's Fresh Kitchen,422,$$,False,41.900246,-87.625163,Chicago,IL,60611,US,4.5,13126261300.0,restaurants,2695598,2.0
brgrbelly-chicago-3,BRGRBELLY,386,$$,False,41.9530335,-87.7709816,Chicago,IL,60634,US,4.5,17732837880.0,restaurants,2695598,2.0
doc-bs-fresh-kitchen-river-north-chicago-4,Doc B's Fresh Kitchen - River North,361,$$,False,41.8915507,-87.6262269,Chicago,IL,60611,US,4.5,13129999300.0,restaurants,2695598,2.0
naf-naf-grill-chicago-2,Naf Naf Grill,321,$,False,41.887581,-87.624981,Chicago,IL,60601,US,4.5,13122630019.0,restaurants,2695598,1.0
3-arts-club-cafe-chicago-2,3 Arts Club Cafe,292,$$,False,41.9058,-87.63046999999997,Chicago,IL,60610,US,4.5,13124759116.0,restaurants,2695598,2.0
brightwok-kitchen-chicago,Brightwok Kitchen,286,$,False,41.8793571,-87.62701659999998,Chicago,IL,60603,US,4.5,13125830729.0,restaurants,2695598,1.0
beatrix-streeterville-chicago,Beatrix Streeterville,274,$$,False,41.8944242,-87.622564,Chicago,IL,60611,US,4.5,13126420001.0,restaurants,2695598,2.0
smalls-smoke-shack-and-more-chicago-5,Smalls. Smoke Shack & More,270,$$,False,41.95420470000001,-87.7053746,Chicago,IL,60618,US,4.5,13128574221.0,restaurants,2695598,2.0
chilango-mexican-street-food-chicago,Chilango Mexican Street Food,266,$,False,41.869141,-87.663129,Chicago,IL,60607,US,4.5,13128466216.0,restaurants,2695598,1.0
zachi-chicago,Zachi,266,$,False,41.9398549,-87.664022,Chicago,IL,60657,US,4.5,17733270000.0,restaurants,2695598,1.0
pi-hi-cafe-chicago,Pi-Hi Cafe,238,$,False,41.946065692537395,-87.68775282133541,Chicago,IL,60618,US,4.5,17734727444.0,restaurants,2695598,1.0
el-cubanito-chicago,El Cubanito,234,$,False,41.927846876332396,-87.72652409970759,Chicago,IL,60639,US,4.5,17732352555.0,restaurants,2695598,1.0
river-valley-farmers-table-chicago-3,River Valley Farmer's Table,224,$$,False,41.965285053298004,-87.6757046380287,Chicago,IL,60640,US,4.5,18722083267.0,restaurants,2695598,2.0
kitchen-17-chicago,Kitchen 17,204,$$,False,41.9390896,-87.644882,Chicago,IL,60657,US,4.5,17736611757.0,restaurants,2695598,2.0
beezzee-chicago,Beezzee,201,$,False,41.9328851,-87.6537007,Chicago,IL,60657,US,4.5,17735253570.0,restaurants,2695598,1.0
ameritalia-chicago-3,Ameritalia,189,$$,False,41.8656083,-87.62380970000002,Chicago,IL,60605,US,4.5,13129571310.0,restaurants,2695598,2.0
serai-chicago,Serai,187,$$,False,41.92061320000001,-87.69333940000001,Chicago,IL,60647,US,4.5,18722068368.0,restaurants,2695598,2.0
carnitas-uruapan-restaurant-chicago,Carnitas Uruapan Restaurant,163,$,False,41.857612801225,-87.669703625051,Chicago,IL,60608,US,4.5,13122262654.0,restaurants,2695598,1.0
cafe-orient-33-chicago,Cafe Orient 33,162,$,False,41.9696154,-87.70832370000002,Chicago,IL,60625,US,4.5,17735096538.0,restaurants,2695598,1.0
inspiration-kitchens-chicago-4,Inspiration Kitchens,161,$$,False,41.88502,-87.71401999999998,Chicago,IL,60624,US,4.5,17738011110.0,restaurants,2695598,2.0
cuba-312-chicago,Cuba 312,152,$$,False,41.9434814,-87.6806335,Chicago,IL,60618,US,4.5,17732812822.0,restaurants,2695598,2.0
asian-cajun-chicago,Asian Cajun,131,$$,False,41.92604,-87.66852,Chicago,IL,60614,US,4.5,17738315958.0,restaurants,2695598,2.0
g-and-o-chicago,G & O,121,$$,False,41.8909068,-87.6588588,Chicago,IL,60642,US,4.5,13128883367.0,restaurants,2695598,2.0
en-hakkore-2-0-chicago,En Hakkore 2.0,114,$$,False,41.90869,-87.6743,Chicago,IL,60622,US,4.5,17732785959.0,restaurants,2695598,2.0
beacon-tavern-chicago,Beacon Tavern,113,$$,False,41.8894499,-87.62647,Chicago,IL,60611,US,4.5,13129554226.0,restaurants,2695598,2.0
the-jibarito-stop-chicago,The Jibarito Stop,105,$,False,41.8578068605835,-87.6678551616172,Chicago,IL,60608,US,4.5,13129880585.0,restaurants,2695598,1.0
tabaq-restaurant-chicago-3,Tabaq Restaurant,100,$,False,41.90482,-87.64053,Chicago,IL,60610,US,4.5,13129441245.0,restaurants,2695598,1.0
bienmesabe-chicago,Bienmesabe,97,$$,False,41.9614551,-87.670454,Chicago,IL,60613,US,4.5,17735495538.0,restaurants,2695598,2.0
outdoor-grill-chicago,Outdoor Grill,88,$,False,41.94052,-87.72565,Chicago,IL,60618,US,4.5,17732029980.0,restaurants,2695598,1.0
jarabe-mexican-street-food-chicago,Jarabe- Mexican Street Food,76,$,False,41.86886,-87.68334,Chicago,IL,60612,US,4.5,13128775005.0,restaurants,2695598,1.0
haywood-tavern-chicago,Haywood Tavern,76,$$,False,41.899,-87.69658000000003,Chicago,IL,60622,US,4.5,17736611084.0,restaurants,2695598,2.0
cupbop-ramen-chicago,Cupbop + Ramen,72,$,False,41.9266744553002,-87.6411138152524,Chicago,IL,60614,US,4.5,18728024778.0,restaurants,2695598,1.0
the-budlong-chicago-4,The Budlong,72,$$,False,41.9182862,-87.6539105,Chicago,IL,60614,US,4.5,17732709005.0,restaurants,2695598,2.0
the-big-state-chicago,The Big State,69,$,False,41.8931885,-87.6675262,Chicago,IL,60622,US,4.5,13126313914.0,restaurants,2695598,1.0
bella-mbriana-chicago,Bella 'Mbriana,68,$$,False,41.9668659,-87.66722740000002,Chicago,IL,60640,US,4.5,17736543828.0,restaurants,2695598,2.0
american-wildburger-chicago,American Wildburger,67,$$,False,41.9044458,-87.6482676,Chicago,IL,60642,US,4.5,13129292878.0,restaurants,2695598,2.0
two-fish-chicago,Two Fish,64,$$,False,41.809448866242,-87.6093254936609,Chicago,IL,60653,US,4.5,17738558845.0,restaurants,2695598,2.0
chiya-chai-chicago-2,Chiya Chai,63,$$,False,41.9314227998257,-87.7114098519087,Chicago,IL,60647,US,4.5,17733607541.0,restaurants,2695598,2.0
silli-kori-chicago,Silli Kori,60,$$,False,41.9028599,-87.67935,Chicago,IL,60622,US,4.5,17733845352.0,restaurants,2695598,2.0
rapidito-chicago,Rapidito,57,$,False,41.9322175499411,-87.675347328836,Chicago,IL,60614,US,4.5,17738573999.0,restaurants,2695598,1.0
mad-love-chicago,Mad Love,53,$$,False,41.961546434624,-87.6746109500527,Chicago,IL,60613,US,4.5,17736879763.0,restaurants,2695598,2.0
cafe-monsivais-chicago,Cafe Monsivais,52,$$,False,41.8575,-87.66762,Chicago,IL,60608,US,4.5,13127728075.0,restaurants,2695598,2.0
kates-thai-kitchen-chicago,Kate's Thai Kitchen,37,$$,False,41.902536956961605,-87.6677058170424,Chicago,IL,60642,US,4.5,17733601226.0,restaurants,2695598,2.0
mavi-chicago-chicago-3,Mavi Chicago,29,$$,False,41.93382,-87.6443,Chicago,IL,60657,US,4.5,17738800063.0,restaurants,2695598,2.0
lyfe-kitchen-chicago-3,LYFE Kitchen,26,$$,False,41.908901087894,-87.64770953862309,Chicago,IL,60610,US,4.5,13128015955.0,restaurants,2695598,2.0
philly-bros-chicago,Philly Bros,16,$,False,41.89567,-87.72556,Chicago,IL,60651,US,4.5,17736611331.0,restaurants,2695598,1.0
kumas-corner-chicago,Kuma's Corner,4667,$$,False,41.93964,-87.70043000000003,Chicago,IL,60618,US,4.0,17736048769.0,restaurants,2695598,2.0
quartino-chicago,Quartino,3303,$$,False,41.8934479679332,-87.62836620209957,Chicago,IL,60654,US,4.0,13126985000.0,restaurants,2695598,2.0
xoco-chicago,Xoco,3105,$$,False,41.89071,-87.63079990000001,Chicago,IL,60654,US,4.0,13126611434.0,restaurants,2695598,2.0
little-goat-diner-chicago-4,Little Goat Diner,2848,$$,False,41.8846774003408,-87.6484838801892,Chicago,IL,60607,US,4.0,13128883455.0,restaurants,2695598,2.0
cafe-ba-ba-reeba-chicago-3,Cafe Ba-Ba-Reeba!,2840,$$,False,41.91898,-87.64887,Chicago,IL,60614,US,4.0,17739355000.0,restaurants,2695598,2.0
the-publican-chicago,The Publican,2575,$$$,False,41.886644,-87.648765,Chicago,IL,60607,US,4.0,13127339555.0,restaurants,2695598,3.0
the-gage-chicago,The Gage,2148,$$$,False,41.8813024487444,-87.62467968587141,Chicago,IL,60603,US,4.0,13123724243.0,restaurants,2695598,3.0
longman-and-eagle-chicago,Longman & Eagle,2027,$$,False,41.930156679293,-87.707222394898,Chicago,IL,60647,US,4.0,17732767110.0,restaurants,2695598,2.0
revolution-brewing-chicago,Revolution Brewing,1814,$$,False,41.92353,-87.698153,Chicago,IL,60647,US,4.0,17732272739.0,restaurants,2695598,2.0
irazu-chicago-2,Irazu,1633,$$,False,41.915563,-87.68515,Chicago,IL,60647,US,4.0,17732525687.0,restaurants,2695598,2.0
del-seoul-chicago,Del Seoul,1584,$,False,41.9295395,-87.64283520000002,Chicago,IL,60614,US,4.0,17732484227.0,restaurants,2695598,1.0
lula-cafe-chicago-3,Lula Cafe,1546,$$,False,41.927668036294996,-87.706845233929,Chicago,IL,60647,US,4.0,17734899554.0,restaurants,2695598,2.0
chicago-q-chicago,Chicago q,1492,$$,False,41.903617442969,-87.63023965658,Chicago,IL,60610,US,4.0,13126421160.0,restaurants,2695598,2.0
chicago-pizza-and-oven-grinder-company-chicago,Chicago Pizza And Oven Grinder Company,1456,$$,False,41.92084000000001,-87.63721,Chicago,IL,60614,US,4.0,17732482570.0,restaurants,2695598,2.0
minghin-cuisine-chicago-3,MingHin Cuisine,1432,$$,False,41.8532564325305,-87.63490268296991,Chicago,IL,60616,US,4.0,13128081999.0,restaurants,2695598,2.0
90-miles-cuban-café-chicago-5,90 Miles Cuban Café,1394,$$,False,41.91768,-87.6918,Chicago,IL,60647,US,4.0,17732272822.0,restaurants,2695598,2.0
bandera-restaurant-chicago,Bandera Restaurant,1377,$$,False,41.8919021875965,-87.62361845773458,Chicago,IL,60611,US,4.0,13126443524.0,restaurants,2695598,2.0
volare-ristorante-italiano-chicago,Volare Ristorante Italiano,1368,$$,False,41.8915901798304,-87.6225186472213,Chicago,IL,60611,US,4.0,13124109900.0,restaurants,2695598,2.0
greek-islands-restaurant-chicago,Greek Islands Restaurant,1367,$$,False,41.87896,-87.64763,Chicago,IL,60661,US,4.0,13127829855.0,restaurants,2695598,2.0
the-bad-apple-chicago,The Bad Apple,1276,$$,False,41.959756,-87.6828215,Chicago,IL,60618,US,4.0,17733608406.0,restaurants,2695598,2.0
summer-house-chicago,Summer House,1146,$$,False,41.917583,-87.648511,Chicago,IL,60614,US,4.0,17736344100.0,restaurants,2695598,2.0
beatrix-river-north-chicago,Beatrix River North,1106,$$,False,41.891477,-87.63081690000001,Chicago,IL,60654,US,4.0,13122841377.0,restaurants,2695598,2.0
davanti-enoteca-chicago,Davanti Enoteca,1040,$$,False,41.86911,-87.66147,Chicago,IL,60607,US,4.0,13122265550.0,restaurants,2695598,2.0
big-and-littles-restaurant-chicago-3,BIG & little's Restaurant,1023,$$,False,41.898386,-87.63726,Chicago,IL,60610,US,4.0,13129430000.0,restaurants,2695598,2.0
honey-butter-fried-chicken-chicago,Honey Butter Fried Chicken,991,$$,False,41.9426302817062,-87.7027218416333,Chicago,IL,60618,US,4.0,17734784000.0,restaurants,2695598,2.0
owen-and-engine-chicago,Owen & Engine,858,$$,False,41.9304695,-87.6882324,Chicago,IL,60647,US,4.0,17732352930.0,restaurants,2695598,2.0
belly-shack-chicago-2,Belly Shack,833,$$,False,41.9161563,-87.68758790000003,Chicago,IL,60647,US,4.0,17732521414.0,restaurants,2695598,2.0
chi-cafe-chicago,Chi Cafe,812,$,False,41.85351,-87.63448000000002,Chicago,IL,60616,US,4.0,13128429993.0,restaurants,2695598,1.0
butcher-and-the-burger-chicago,Butcher & The Burger,806,$$,False,41.91787,-87.65423,Chicago,IL,60614,US,4.0,17736973735.0,restaurants,2695598,2.0
fork-chicago-2,Fork,806,$$,False,41.96511,-87.68661999999998,Chicago,IL,60625,US,4.0,17737511500.0,restaurants,2695598,2.0
bite-café-chicago-2,Bite Café,758,$$,False,41.90047,-87.68662990000001,Chicago,IL,60622,US,4.0,17733952483.0,restaurants,2695598,2.0
rj-grunts-chicago-6,RJ Grunts,746,$$,False,41.920024442085,-87.63663611415501,Chicago,IL,60614,US,4.0,17739295363.0,restaurants,2695598,2.0
90-miles-cuban-café-chicago-4,90 Miles Cuban Café,669,$,False,41.93806,-87.68581,Chicago,IL,60618,US,4.0,17732482822.0,restaurants,2695598,1.0
the-angry-crab-chicago-3,The Angry Crab,663,$$,False,41.98453320000001,-87.6972261,Chicago,IL,60659,US,4.0,17737846848.0,restaurants,2695598,2.0
topo-gigio-ristorante-chicago,Topo Gigio Ristorante,645,$$,False,41.9096594975818,-87.63484159128609,Chicago,IL,60610,US,4.0,13122669355.0,restaurants,2695598,2.0
velvet-taco-chicago,Velvet Taco,645,$$,False,41.9021988,-87.6285782,Chicago,IL,60610,US,4.0,13127632654.0,restaurants,2695598,2.0
oiistar-chicago,Oiistar,633,$$,False,41.9070880100627,-87.6720839738846,Chicago,IL,60622,US,4.0,17733608791.0,restaurants,2695598,2.0
bridge-house-tavern-chicago,Bridge House Tavern,596,$$,False,41.8881989,-87.63021850000001,Chicago,IL,60654,US,4.0,13126440283.0,restaurants,2695598,2.0
feed-chicago,Feed,548,$,False,41.895473,-87.696973,Chicago,IL,60622,US,4.0,17734894600.0,restaurants,2695598,1.0
whisk-chicago-2,WHISK,540,$$,False,41.8961206,-87.6778316,Chicago,IL,60622,US,4.0,17732529060.0,restaurants,2695598,2.0
nookies-chicago,Nookies,522,$$,False,41.91427,-87.63508,Chicago,IL,60614,US,4.0,13123372454.0,restaurants,2695598,2.0
bar-siena-chicago,Bar Siena,516,$$,False,41.8845841437224,-87.6489488181068,Chicago,IL,60607,US,4.0,13124927775.0,restaurants,2695598,2.0
crosbys-kitchen-chicago,Crosby's Kitchen,495,$$,False,41.94508,-87.66356999999998,Chicago,IL,60657,US,4.0,17738832525.0,restaurants,2695598,2.0
the-roost-carolina-kitchen-chicago,The Roost Carolina Kitchen,483,$,False,41.954304,-87.6667421,Chicago,IL,60613,US,4.0,13122615564.0,restaurants,2695598,1.0
river-roast-chicago-3,River Roast,456,$$,False,41.8879001147819,-87.6322498172522,Chicago,IL,60654,US,4.0,13128220100.0,restaurants,2695598,2.0
the-3rd-coast-chicago,The 3rd Coast,444,$$,False,41.90565,-87.63046999999997,Chicago,IL,60610,US,4.0,13126490730.0,restaurants,2695598,2.0
dawali-mediterranean-kitchen-chicago-2,Dawali Mediterranean Kitchen,441,$$,False,41.911707,-87.647938,Chicago,IL,60614,US,4.0,13129445800.0,restaurants,2695598,2.0
small-cheval-chicago-2,Small Cheval,426,$$,False,41.91282,-87.6815699,Chicago,IL,60647,US,4.0,,restaurants,2695598,2.0
señor-pan-cafe-chicago-4,Señor Pan Cafe,380,$,False,41.9244149,-87.74234670000001,Chicago,IL,60639,US,4.0,17732271020.0,restaurants,2695598,1.0
the-local-chicago-chicago,The Local Chicago,360,$$,False,41.8994131791425,-87.6220517233197,Chicago,IL,60611,US,4.0,13122808887.0,restaurants,2695598,2.0
luellas-southern-kitchen-chicago,Luella's Southern Kitchen,352,$$,False,41.9652587902013,-87.68616087734699,Chicago,IL,60625,US,4.0,17739618196.0,restaurants,2695598,2.0
sidedoor-chicago,SideDoor,348,$$,False,41.8934555,-87.6251984,Chicago,IL,60611,US,4.0,13127876768.0,restaurants,2695598,2.0
urbanbelly-chicago,Urbanbelly,305,$$,False,41.8845115,-87.6627012,Chicago,IL,60607,US,4.0,17735830500.0,restaurants,2695598,2.0
the-reservoir-chicago-2,The Reservoir,254,$$,False,41.96209890147829,-87.65170454978941,Chicago,IL,60613,US,4.0,17732754000.0,restaurants,2695598,2.0
the-marq-chicago-2,The Marq,231,$$,False,41.8795762589109,-87.62971946400049,Chicago,IL,60603,US,4.0,13126004434.0,restaurants,2695598,2.0
remingtons-chicago,Remington's,229,$$,False,41.88266,-87.62499,Chicago,IL,60602,US,4.0,13127826000.0,restaurants,2695598,2.0
big-and-littles-restaurant-chicago-4,BIG & little's Restaurant,203,$,False,41.90535,-87.6700199,Chicago,IL,60622,US,4.0,17736987777.0,restaurants,2695598,1.0
happy-camper-chicago-2,Happy Camper,193,$$,False,41.9042336,-87.6343073,Chicago,IL,60610,US,4.0,13123441634.0,restaurants,2695598,2.0
range-chicago,Range,184,$$,False,41.921427,-87.656728,Chicago,IL,60614,US,4.0,17735495747.0,restaurants,2695598,2.0
corridor-brewery-and-provisions-chicago,Corridor Brewery & Provisions,179,$$,False,41.94474,-87.66429000000002,Chicago,IL,60657,US,4.0,17732704272.0,restaurants,2695598,2.0
blue-door-farm-stand-chicago-2,Blue Door Farm Stand,164,$$,False,41.9185554983396,-87.64881112488398,Chicago,IL,60614,US,4.0,13122650259.0,restaurants,2695598,2.0
amk-kitchen-bar-chicago,AMK Kitchen Bar,164,$$,False,41.91803,-87.6774,Chicago,IL,60622,US,4.0,17732764400.0,restaurants,2695598,2.0
the-vig-chicago-chicago-2,The VIG Chicago,159,$$,False,41.9099251,-87.63450350000002,Chicago,IL,60610,US,4.0,13129822186.0,restaurants,2695598,2.0
sociale-chicago-chicago,Sociale Chicago,151,$$,False,41.871981700000006,-87.6306186,Chicago,IL,60605,US,4.0,13125881100.0,restaurants,2695598,2.0
earls-kitchen-bar-chicago,Earls Kitchen + Bar,143,$$,False,41.9086332515198,-87.6474467969988,Chicago,IL,60642,US,4.0,13129293952.0,restaurants,2695598,2.0
the-roost-carolina-kitchen-chicago-2,The Roost Carolina Kitchen,118,$,False,41.890467,-87.64619880000002,Chicago,IL,60654,US,4.0,13128775738.0,restaurants,2695598,1.0
cochinita-taco-co-chicago-2,Cochinita Taco Co.,104,$$,False,41.9524847,-87.76722640000001,Chicago,IL,60634,US,4.0,17732838848.0,restaurants,2695598,2.0
canton-regio-chicago,Canton Regio,101,$$,False,41.85809,-87.66425,Chicago,IL,60608,US,4.0,13127333045.0,restaurants,2695598,2.0
l-patron-tacos-chicago-2,L' Patron Tacos,94,$,False,41.92424000000001,-87.72135,Chicago,IL,60647,US,4.0,17737998066.0,restaurants,2695598,1.0
opart-thai-house-chicago-2,Opart Thai House,91,$$,False,41.895924159886,-87.6621551066637,Chicago,IL,60642,US,4.0,13129880986.0,restaurants,2695598,2.0
5-rabanitos-restaurante-and-taqueria-chicago,5 Rabanitos Restaurante and Taqueria,87,$$,False,41.857826814144,-87.67093632370229,Chicago,IL,60608,US,4.0,13122852710.0,restaurants,2695598,2.0
kick-chicago,KICK,87,$$,False,41.9521851,-87.6778179,Chicago,IL,60613,US,4.0,17732368886.0,restaurants,2695598,2.0
brazilian-bowl-chicago-6,Brazilian Bowl,80,$$,False,41.96861810000001,-87.7086805,Chicago,IL,60625,US,4.0,17739617399.0,restaurants,2695598,2.0
the-spanish-square-chicago,The Spanish Square,72,$$,False,41.94003,-87.66344000000002,Chicago,IL,60657,US,4.0,17737177900.0,restaurants,2695598,2.0
antique-taco-chicago-7,Antique Taco,68,$$,False,41.8309553725385,-87.6510953530669,Chicago,IL,60609,US,4.0,17738239410.0,restaurants,2695598,2.0
steakbar-chicago,SteakBar,56,$$$,False,41.9092399,-87.63498,Chicago,IL,60610,US,4.0,17739660404.0,restaurants,2695598,3.0
shabowl-chicago,Shabowl,27,$,False,41.91842000000001,-87.65021999999998,Chicago,IL,60614,US,4.0,17732483664.0,restaurants,2695598,1.0
sweet-rice-chicago,Sweet Rice,26,$$,False,41.9133029,-87.6873849,Chicago,IL,60647,US,4.0,17736879311.0,restaurants,2695598,2.0
distilled-chicago-chicago,Distilled Chicago,17,$$,False,41.92181,-87.66624,Chicago,IL,60614,US,4.0,17737703703.0,restaurants,2695598,2.0
mcm-pub-and-eatery-chicago,MCM Pub and Eatery,16,$$,False,41.95193,-87.74766,Chicago,IL,60689,US,4.0,17737362644.0,restaurants,2695598,2.0
snarfs-chicago-4,Snarf's,14,$,False,41.9216240166991,-87.6532139629126,Chicago,IL,60614,US,4.0,17736979297.0,restaurants,2695598,1.0
goddess-and-grocer-chicago-6,Goddess and Grocer,428,$$,False,41.91192,-87.67714000000002,Chicago,IL,60647,US,3.5,17733423200.0,restaurants,2695598,2.0
federales-chicago,Federales,165,$$,False,41.8853037,-87.6522808,Chicago,IL,60607,US,3.5,17738319696.0,restaurants,2695598,2.0
the-angry-crab-chicago-6,The Angry Crab,85,$$,False,41.9054327842223,-87.66993307250351,Chicago,IL,60622,US,3.5,17736879929.0,restaurants,2695598,2.0
mad-boiler-chicago,Mad Boiler,69,$$,False,41.8813699,-87.6538099,Chicago,IL,60607,US,3.5,13122918182.0,restaurants,2695598,2.0
